id	Drillhole	Texture	Sample 	Location	Analysis 	Depth	Mg24	Al27	Si29	P31	Ca43	Sc45	Ti49	V51	Cr53	Mn55	Co59	Ni60	Cu65	Zn66	Ga69	As75	Sr88	Y89	Zr90	Nb93	Mo95	Sn118	Sb121	Ba137	La139	Ce140	Pr141	Nd146	Sm147	Eu153	Gd157	Tb159	Dy163	Ho165	Er166	Tm169	Yb172	Lu175	Hf178	Ta181	W182	Pb206	Pb207	Pb208	Th232	U238	sumREY
296	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-21	26.75	144.68	1013.83	782.69	47.20	127.58	0.08	155.16	426.35	0.29	62.52	15.45	2.54	57.74	10.40	12.84	83.75	2.48	15.91	0.07	1052.18	39.76	799.12	23.86	3.71	2.03	6.80	0.48	2.57	0.69	0.12	1.11	0.34	2.99	0.97	4.28	0.83	8.28	1.91	0.09	0.84	470.41	1110.10	149.04	32.81	141.68	1068.30	49.31
297	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-22	26.75	96.76	982.90	744.15	59.69	111.74	0.08	163.37	430.14	0.32	56.59	14.52	1.94	144.24	10.21	15.26	61.23	4.18	16.18	0.21	983.68	35.72	787.03	27.78	2.46	2.81	8.11	0.57	2.08	0.51	0.10	1.38	0.35	3.33	1.06	4.64	0.98	8.51	1.97	0.00	0.76	501.96	1173.41	158.13	37.71	154.14	1114.19	52.58
298	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-23	26.75	377.92	964.92	3796.79	48.99	123.75	0.24	320.16	305.27	0.75	71.61	10.99	6.11	106.51	7.96	10.52	39.10	7.69	6.24	0.32	1422.78	25.55	461.64	18.28	18.12	8.48	14.49	1.22	3.79	0.26	0.07	0.41	0.11	1.31	0.44	2.08	0.46	3.85	0.93	0.00	2.68	363.77	481.09	68.91	24.42	95.15	469.87	44.14
299	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-24	26.75	23.44	1623.92	2588.11	226.37	277.65	0.78	298.09	216.63	0.30	28.28	9.69	4.26	49.64	10.44	12.90	140.24	3.83	5.96	0.43	624.27	25.25	120.44	32.95	5.81	14.44	32.47	2.88	8.66	1.45	0.24	0.97	0.20	1.48	0.28	1.38	0.23	2.05	0.39	0.00	2.32	374.17	180.12	39.09	21.86	20.67	140.09	73.07
300	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-3	26.75	109.74	1196.75	1159.97	55.72	324.12	0.04	326.13	407.81	0.60	24.53	19.17	3.54	163.96	2.01	14.22	132.32	4.08	14.33	0.24	1557.19	31.87	763.52	15.73	20.97	2.89	9.05	0.86	3.33	0.80	0.23	1.21	0.36	2.21	0.79	3.62	0.72	5.79	1.48	0.00	2.03	352.54	803.29	111.00	28.84	115.80	857.54	47.67
301	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-4	26.75	57.03	978.13	1043.70	38.50	110.40	0.06	81.68	362.34	0.73	12.48	12.45	3.74	70.70	1.68	12.92	110.10	1.68	8.91	0.14	544.61	37.29	748.51	12.73	2.83	3.88	9.38	0.72	2.27	0.11	0.08	0.76	0.14	1.63	0.53	2.64	0.47	4.59	1.28	0.00	0.48	473.21	717.11	91.06	12.58	75.77	772.24	37.39
302	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-5	26.75	103.51	1239.45	1218.63	81.88	110.74	0.08	125.46	386.18	0.31	27.32	30.01	2.91	236.63	4.65	13.22	88.02	4.95	9.10	0.18	545.17	32.38	775.39	14.88	8.88	2.95	8.84	0.90	3.13	0.54	0.20	0.76	0.16	1.47	0.46	1.93	0.49	4.72	1.10	0.00	0.45	336.68	614.96	78.97	16.47	72.73	664.24	36.73
303	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-6	26.75	175.57	1058.60	1004.39	199.44	115.97	0.07	98.33	388.84	0.30	47.01	27.53	2.14	417.98	5.65	13.11	63.10	5.33	9.71	0.10	494.39	28.54	993.08	16.46	8.45	3.21	8.98	0.78	3.46	0.59	0.18	0.87	0.26	2.07	0.59	2.74	0.44	4.39	0.93	0.00	0.34	331.65	576.49	79.56	17.14	65.88	585.84	39.19
304	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-7	26.75	58.47	1866.60	2673.39	78.90	121.28	0.68	311.60	260.77	0.30	24.44	14.60	6.44	88.81	4.40	9.51	132.31	2.75	6.34	0.64	582.79	31.75	570.02	23.86	11.43	5.63	16.42	1.57	6.59	1.09	0.13	0.90	0.19	1.23	0.29	1.32	0.29	2.21	0.56	0.09	0.92	375.16	269.13	48.30	20.45	30.89	249.82	44.75
305	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-8	26.75	84.20	977.07	969.26	74.41	106.75	0.15	165.04	379.88	0.87	32.59	15.38	2.35	135.58	6.90	14.18	91.49	2.35	4.51	0.08	676.43	60.55	838.06	24.01	19.66	1.59	4.23	0.40	1.01	0.40	0.13	0.52	0.09	0.67	0.29	1.09	0.24	2.31	0.58	0.00	0.54	829.25	369.68	61.08	23.02	52.29	363.36	18.07
306	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-9	26.75	232.68	2095.02	6896.11	390.97	109.00	1.58	1150.02	193.31	1.05	57.26	19.28	3.39	97.05	10.13	9.54	119.46	28.29	3.20	2.32	282.47	30.90	466.87	43.35	22.03	101.56	171.94	15.14	42.16	3.40	0.54	1.52	0.16	0.83	0.19	0.66	0.07	1.01	0.20	0.18	2.07	173.68	151.01	48.29	35.25	17.39	98.11	342.58
307	RU34-8891D	Coarse Hm with U-min inclusions	CLC055	Middle part, sedimentary protolith?	CLC55-10	34.50	177.06	1359.81	1326.71	189.75	111.24	0.84	118.45	317.77	0.32	45.00	37.73	3.20	71.05	8.25	12.40	148.76	39.33	6.26	0.15	303.20	33.14	816.04	13.07	2.80	12.13	23.02	2.03	6.81	0.85	0.15	0.63	0.13	1.18	0.27	1.69	0.40	2.97	0.71	0.00	0.34	234.26	489.50	63.52	19.03	66.04	456.90	59.23
308	RU34-8891D	Coarse Hm with U-min inclusions	CLC055	Middle part, sedimentary protolith?	CLC55-11	34.50	399.07	1912.18	5262.90	486.55	118.90	0.83	183.30	224.94	0.33	65.48	17.00	1.15	31.07	8.38	11.48	110.74	23.91	10.33	0.83	160.68	31.92	718.29	18.05	10.95	102.28	192.36	15.55	37.89	2.36	0.34	1.36	0.20	2.14	0.63	2.78	0.58	6.01	1.16	0.13	0.48	280.29	888.00	114.45	24.43	83.93	834.14	375.96
309	RU34-8891D	Coarse Hm with U-min inclusions	CLC055	Middle part, sedimentary protolith?	CLC55-12	34.50	243.47	1463.02	2316.12	72.44	121.25	1.30	442.55	216.48	0.92	43.33	22.25	2.74	21.88	15.46	10.95	102.42	7.70	18.29	1.91	169.10	32.34	573.04	28.52	6.39	5.11	13.84	1.25	5.26	1.85	0.56	1.80	0.58	4.46	1.34	5.25	1.06	8.73	1.67	0.06	0.69	212.00	1565.84	201.41	47.75	131.58	1446.09	71.05
310	RU34-8891D	Coarse Hm with U-min inclusions	CLC055	Middle part, sedimentary protolith?	CLC55-13	34.50	36.00	975.24	529.88	26.93	122.12	0.05	94.82	320.79	0.77	14.57	27.41	2.43	30.12	2.95	13.26	19.35	0.19	5.02	0.00	593.18	32.19	798.49	8.94	0.00	2.95	8.04	0.64	2.21	0.56	0.07	0.15	0.08	0.65	0.29	1.37	0.35	3.85	0.91	0.00	1.04	387.78	458.93	52.11	10.00	74.07	458.32	27.14
311	RU34-8891D	Coarse Hm with U-min inclusions	CLC055	Middle part, sedimentary protolith?	CLC55-14	34.50	130.71	1236.28	1388.34	34.35	116.34	1.45	339.20	259.85	0.34	46.94	31.60	1.10	41.92	11.85	11.24	95.99	1.53	27.24	3.27	447.70	43.62	773.63	23.36	2.93	0.70	5.84	1.52	7.58	5.04	1.42	5.47	1.38	8.75	1.89	6.98	1.20	9.61	1.55	0.04	1.28	311.02	1780.54	207.33	31.41	84.47	1921.57	86.17
312	RU34-8891D	Coarse Hm with U-min inclusions	CLC055	Middle part, sedimentary protolith?	CLC55-15	34.50	113.50	1071.03	1506.75	93.57	111.91	0.42	195.71	243.22	0.32	35.44	14.29	3.62	51.14	6.43	11.09	208.23	2.26	10.28	0.62	416.65	35.30	515.01	17.32	3.75	1.89	5.21	0.41	1.86	0.31	0.10	0.92	0.23	2.00	0.66	2.89	0.66	5.26	1.04	0.08	1.18	328.33	857.21	102.67	21.87	77.77	803.52	33.72
313	RU34-8891D	Coarse Hm with U-min inclusions	CLC055	Middle part, sedimentary protolith?	CLC55-16	34.50	234.03	1606.77	2162.31	57.64	124.45	0.54	275.91	284.67	1.05	76.67	30.81	2.02	103.54	15.10	10.58	88.88	2.37	10.29	0.99	649.34	35.00	870.49	18.10	3.81	1.20	3.76	0.36	1.28	0.43	0.16	0.85	0.25	1.59	0.70	2.95	0.60	5.61	1.11	0.08	1.81	379.46	942.15	116.08	28.64	84.27	897.53	31.13
314	RU34-8891D	Coarse Hm with U-min inclusions	CLC055	Middle part, sedimentary protolith?	CLC55-17	34.50	172.45	964.16	1226.43	61.08	118.96	0.97	456.90	258.65	0.33	54.03	14.96	4.77	135.84	10.32	8.35	53.69	14.45	4.89	0.19	1022.20	75.06	585.31	16.00	4.89	6.26	13.55	1.17	3.65	0.83	0.16	0.62	0.13	1.00	0.35	1.28	0.35	3.22	0.65	0.09	3.03	785.64	293.55	53.01	28.91	66.07	239.12	38.11
315	RU34-8891D	Coarse Hm with U-min inclusions	CLC055	Middle part, sedimentary protolith?	CLC55-18	34.50	131.05	1324.85	1874.62	76.64	126.01	0.69	351.37	295.30	0.33	41.65	13.42	8.62	115.97	8.12	11.37	133.74	3.07	31.25	1.10	1557.79	26.36	519.78	16.57	6.43	1.99	6.23	0.70	3.41	2.25	1.01	3.31	1.13	7.97	1.62	5.61	1.17	7.57	1.19	0.04	2.75	316.19	591.06	76.22	24.28	108.66	648.39	76.41
316	RU34-8891D	Coarse Hm with U-min inclusions	CLC055	Middle part, sedimentary protolith?	CLC55-5	34.50	155.81	1261.15	1389.97	62.93	116.13	0.75	283.03	256.48	0.32	43.16	18.49	1.39	34.13	6.11	10.76	154.13	1.94	8.07	0.63	238.49	35.69	710.91	20.66	3.89	1.24	3.31	0.32	1.15	0.63	0.09	0.51	0.16	1.38	0.48	2.67	0.53	4.92	1.20	0.06	0.49	332.08	762.21	96.72	28.22	88.74	706.42	26.65
317	RU34-8891D	Coarse Hm with U-min inclusions	CLC055	Middle part, sedimentary protolith?	CLC55-6	34.50	27.02	956.55	572.50	26.98	124.63	0.05	29.95	310.66	0.33	7.95	15.82	8.40	5.20	2.71	11.24	7.42	0.21	11.19	0.07	346.93	32.98	624.79	9.87	0.00	5.07	23.19	2.41	10.91	1.99	0.37	1.59	0.26	2.31	0.49	2.63	0.52	5.38	1.35	0.08	0.27	476.78	668.49	72.72	17.53	124.63	653.66	69.67
318	RU34-8891D	Coarse Hm with U-min inclusions	CLC055	Middle part, sedimentary protolith?	CLC55-7	34.50	26.24	979.86	559.95	23.10	106.20	0.06	30.44	320.83	1.21	9.06	9.03	6.53	5.11	1.96	10.93	4.56	0.14	10.66	0.05	388.17	34.44	690.19	9.05	0.52	1.81	6.15	0.50	2.12	0.48	0.11	0.65	0.19	1.77	0.56	2.93	0.58	6.57	1.47	0.00	0.34	453.99	887.53	93.33	19.61	152.26	870.64	36.55
319	RU34-8891D	Coarse Hm with U-min inclusions	CLC055	Middle part, sedimentary protolith?	CLC55-8	34.50	83.56	1377.01	1138.47	115.23	123.62	0.70	53.74	340.58	0.73	26.04	28.90	2.33	790.68	8.87	12.37	81.22	1.39	95.93	0.78	185.79	16.51	575.68	8.01	3.34	3.46	15.95	2.60	16.17	11.30	5.12	17.06	3.91	21.47	6.67	14.93	2.29	14.95	2.79	0.04	0.20	146.29	666.79	74.87	20.09	160.08	1097.82	234.60
320	RU34-8891D	Coarse Hm with U-min inclusions	CLC055	Middle part, sedimentary protolith?	CLC55-9	34.50	30.40	1304.09	1286.09	43.30	631.12	0.49	102.29	326.55	0.32	20.25	12.49	6.64	43.89	2.84	11.58	60.73	1.84	18.47	2.19	1195.04	18.81	855.29	15.25	1.90	9.01	27.44	2.16	6.22	2.65	1.36	3.94	0.87	6.01	1.40	5.68	0.99	8.82	1.84	0.00	0.98	326.73	1697.21	187.14	23.91	147.51	1898.22	96.86
321	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-1	41.50	205.63	1182.62	776.67	68.00	109.18	0.04	177.29	305.37	0.96	79.17	46.21	0.59	71.84	7.55	12.60	45.01	7.28	14.49	0.19	586.03	25.14	904.32	8.98	8.66	1.69	2.60	0.17	0.81	0.26	0.03	0.83	0.31	3.23	0.99	3.44	0.84	8.29	1.47	0.00	1.53	242.03	895.31	97.51	13.65	77.79	925.88	39.44
322	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-10	41.50	102.52	1129.35	485.82	30.37	126.39	0.07	166.60	281.58	0.32	20.71	2.38	0.58	7.29	0.95	10.60	1.78	1.51	16.03	0.19	526.42	34.66	1017.44	10.83	3.36	0.64	3.25	0.16	1.09	0.49	0.07	0.95	0.31	2.58	0.86	3.94	0.92	8.62	1.65	0.00	1.81	398.82	1310.19	136.23	14.27	92.20	1319.84	41.56
323	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-11	41.50	128.55	1906.69	2377.92	151.73	129.74	0.26	171.63	279.49	0.31	48.31	32.86	4.10	83.74	8.47	13.13	151.45	40.16	14.28	0.46	435.30	26.31	711.75	11.62	14.59	17.45	37.59	3.22	8.25	1.27	0.52	1.63	0.37	2.55	0.64	4.04	0.77	6.92	1.36	0.00	1.38	249.49	1114.12	125.50	23.22	81.25	1141.24	100.85
324	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-12	41.50	125.80	1182.98	1267.79	81.75	110.36	0.05	237.93	244.07	0.60	58.27	30.98	1.49	55.64	12.42	11.71	108.29	4.73	13.39	0.40	419.56	32.67	854.03	15.11	4.02	2.11	6.93	0.43	1.88	0.58	0.12	0.77	0.25	2.50	0.81	3.69	0.80	7.88	1.60	0.00	1.31	318.03	1144.92	129.19	25.76	78.76	1131.04	43.73
325	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-13	41.50	142.65	1229.42	1641.09	132.05	123.69	0.34	377.90	261.74	1.26	46.27	22.48	3.92	48.89	11.35	10.69	68.08	7.59	6.15	0.68	470.99	17.60	563.18	9.71	3.08	10.95	21.30	1.50	4.74	0.72	0.23	0.77	0.17	1.45	0.31	1.13	0.30	2.64	0.47	0.04	2.77	127.56	379.12	57.17	20.45	36.85	361.02	52.83
326	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-14	41.50	160.66	1193.47	1229.41	103.95	124.28	0.22	164.16	266.26	0.59	62.99	42.88	1.13	54.48	11.84	13.49	114.88	5.48	15.59	0.33	487.26	35.52	813.74	14.00	5.68	3.69	10.17	0.63	2.68	0.76	0.12	1.15	0.30	2.51	0.80	3.92	0.95	8.31	1.63	0.00	1.60	337.16	1224.78	139.48	23.50	89.01	1279.92	53.21
327	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-15	41.50	115.27	1310.60	2066.85	115.69	126.74	0.55	367.62	274.16	0.99	32.87	22.94	6.74	146.19	7.64	13.19	135.79	3.81	13.48	3.26	974.21	32.96	600.51	14.60	7.29	6.79	19.49	1.36	6.45	1.19	0.28	1.65	0.39	2.70	0.85	3.30	0.74	6.35	1.18	0.17	3.53	280.23	953.41	111.42	24.75	95.20	953.76	66.21
328	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-16	41.50	161.91	1278.40	1215.77	119.63	119.25	0.40	288.22	281.04	0.30	72.65	29.15	1.04	19094.98	11.49	11.96	100.68	6.01	16.64	0.48	896.00	34.27	835.92	14.71	7.37	3.13	8.92	0.42	2.43	0.82	0.17	1.38	0.43	3.32	1.04	4.51	0.98	8.02	1.56	0.04	2.90	337.88	1061.44	129.66	30.17	116.35	1116.63	53.77
329	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-17	41.50	194.33	1649.13	1725.21	69.27	313.60	0.10	226.40	288.43	0.31	65.55	40.35	0.29	78.97	10.29	11.91	77.62	5.16	16.26	0.26	683.67	33.06	804.17	13.64	15.81	1.98	6.03	0.25	1.34	0.32	0.13	0.94	0.27	2.87	0.93	4.75	0.91	8.00	1.67	0.06	1.90	392.13	1215.45	133.08	22.67	113.61	1154.95	46.65
330	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-18	41.50	121.85	1152.47	1240.05	114.33	129.24	0.27	264.17	287.31	0.31	37.45	29.74	0.98	40.87	7.12	12.01	140.45	3.22	6.84	0.46	734.96	94.16	791.61	13.28	7.31	2.79	6.33	0.45	2.67	0.55	0.22	0.93	0.28	2.00	0.57	2.40	0.44	3.66	0.57	0.00	2.44	740.10	402.87	56.68	25.32	74.03	376.12	30.70
331	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-19	41.50	119.52	1246.61	1242.90	89.83	117.59	0.18	195.15	277.12	0.30	41.41	27.35	3.73	78.79	5.08	12.99	160.44	2.72	16.17	0.29	720.21	33.33	760.58	14.06	4.79	1.69	5.77	0.38	1.78	0.50	0.21	1.03	0.33	2.80	1.00	4.69	0.99	8.52	1.83	0.06	2.15	322.39	1087.95	123.38	22.93	101.76	1148.93	47.69
332	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-2	41.50	119.35	1156.43	360.43	16.18	110.97	0.06	184.92	303.11	4.38	20.71	2.49	0.70	118.53	0.88	10.50	1.62	0.04	16.75	0.10	669.54	32.48	960.70	10.04	0.25	0.33	1.50	0.07	0.30	0.39	0.07	0.75	0.27	2.78	1.02	4.84	1.17	10.81	2.03	0.00	1.68	352.26	1260.72	132.95	14.96	104.37	1230.47	43.08
333	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-20	41.50	119.43	2691.19	3234.20	115.73	109.02	0.59	242.86	265.20	1.42	65.65	25.59	3.51	18026.05	15.61	11.02	107.59	3.04	14.35	4.47	509.99	37.51	724.12	18.97	6.09	0.82	3.04	0.20	1.17	0.55	0.26	0.95	0.42	2.92	0.63	3.31	0.65	6.36	1.38	0.17	1.61	360.19	943.06	114.81	24.56	79.75	1003.35	37.01
334	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-21	41.50	105.05	1777.94	2181.18	117.93	124.24	0.33	240.07	288.59	0.32	33.90	37.43	2.27	44.07	7.37	12.66	143.01	2.70	14.09	1.07	571.47	28.67	635.76	14.07	3.66	6.69	14.76	1.11	2.87	0.53	0.42	1.24	0.47	3.48	0.87	3.79	0.78	7.16	1.33	0.00	2.16	316.65	1088.12	129.31	26.06	85.74	1139.24	59.59
335	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-22	41.50	122.34	1168.70	1000.38	134.45	125.00	0.36	197.56	274.93	0.30	55.44	23.63	1.30	87.18	8.76	10.86	111.81	10.99	15.45	0.29	586.35	32.79	809.82	14.19	6.34	8.89	19.15	1.53	4.25	0.66	0.08	1.38	0.28	3.29	0.92	4.54	0.85	7.89	1.64	0.00	1.88	346.67	1114.95	130.91	27.00	99.63	1167.81	70.80
336	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-23	41.50	184.63	1367.37	1444.27	81.64	123.83	0.06	203.50	272.47	0.83	67.23	40.94	3.17	43.74	13.74	11.09	79.46	5.72	14.63	1.08	562.72	32.35	756.71	17.66	12.58	2.58	7.52	0.52	2.20	0.66	0.16	1.05	0.27	3.01	0.83	3.66	0.71	7.81	1.60	0.00	1.65	296.64	1127.00	141.85	30.71	94.20	1158.42	47.21
337	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-24	41.50	172.94	1148.28	961.72	80.24	315.24	0.11	201.97	306.09	1.25	64.47	39.96	0.52	36.33	9.82	12.93	93.89	3.57	13.89	0.41	503.53	32.57	850.65	17.29	6.65	1.19	3.24	0.16	0.96	0.32	0.10	0.96	0.31	2.49	0.98	3.75	0.87	7.53	1.58	0.00	1.71	379.65	1089.11	135.59	25.02	87.23	1173.60	38.33
338	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-3	41.50	100.82	1074.52	423.74	4.52	110.24	0.06	134.44	276.92	0.80	20.27	2.87	0.18	15.00	0.38	11.21	1.66	0.15	15.86	0.11	473.49	35.35	990.30	10.00	1.06	1.20	4.92	0.19	0.94	0.30	0.02	0.85	0.33	2.70	0.79	3.95	0.94	8.77	1.76	0.00	1.42	411.86	1247.70	131.76	13.77	100.03	1253.94	43.52
339	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-4	41.50	148.91	1237.79	1323.08	118.17	125.58	0.22	181.90	281.17	0.31	53.70	37.13	1.12	77.94	5.35	12.62	177.46	6.07	12.44	0.22	470.58	22.17	733.69	10.05	3.53	7.07	14.44	1.12	3.83	0.69	0.22	0.99	0.32	2.35	0.70	3.60	0.74	6.76	1.25	0.00	1.34	199.94	941.10	103.33	14.85	77.90	996.04	56.52
340	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-5	41.50	146.88	1202.13	1242.26	96.29	116.12	0.09	134.01	245.32	0.32	48.50	39.47	1.48	36.86	11.35	10.97	134.91	2.97	12.19	0.43	371.82	36.80	920.07	16.04	2.95	1.14	3.63	0.20	0.80	0.44	0.09	0.48	0.27	2.27	0.71	3.67	0.83	6.48	1.46	0.00	1.01	354.22	1111.51	134.56	24.01	76.95	1101.32	34.66
341	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-6	41.50	162.88	1308.51	1648.27	122.66	122.72	0.24	129.16	308.64	0.32	53.14	31.36	1.61	93.08	14.83	11.44	82.85	9.36	11.40	0.18	396.68	33.12	886.67	12.18	6.55	4.65	15.19	0.76	2.79	0.59	0.21	1.19	0.27	2.28	0.68	3.19	0.79	6.63	1.48	0.00	1.24	358.55	1223.31	133.81	23.96	108.24	1216.77	52.09
342	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-7	41.50	110.93	1128.77	344.00	16.00	320.55	0.15	198.56	299.86	0.70	20.69	3.00	0.18	16.96	0.37	12.25	1.59	0.38	18.25	0.00	669.29	36.12	970.53	11.70	0.00	0.58	4.37	0.11	0.80	0.24	0.03	0.69	0.31	2.99	1.00	4.69	1.06	9.94	2.14	0.44	1.69	371.65	1267.31	134.40	15.73	109.25	1307.60	47.20
343	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-8	41.50	179.82	4742.90	5620.81	143.79	119.85	0.50	367.31	315.14	0.67	51.67	41.36	2.02	46.73	14.45	13.23	85.51	9.09	13.03	0.70	856.43	21.32	603.46	13.39	10.39	3.76	8.42	0.65	2.25	0.89	0.42	1.72	0.66	4.70	1.19	4.78	0.86	5.40	1.05	0.00	3.06	178.05	900.78	111.35	28.84	78.57	816.95	49.77
344	RU34-8891D	Coarse Hm with U-min inclusions	CLC056	Middle part, sedimentary protolith?	CLC56-9	41.50	104.76	1341.03	1290.02	103.62	121.21	0.14	417.92	298.76	0.30	36.02	27.93	1.69	83.21	7.28	12.25	135.42	2.91	14.37	0.37	965.76	32.06	734.24	13.69	5.14	2.33	6.15	0.28	1.77	0.50	0.16	0.92	0.42	3.32	0.90	4.34	0.84	7.14	1.49	0.08	3.86	303.07	967.00	112.21	25.62	100.13	955.62	44.92
77	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-1	2181.80	183.00	1790.29	1286.30	21.01	377.28	0.76	127.16	3.26	0.14	61.58	0.11	0.73	0.40	14.79	3.48	3.25	0.24	0.17	0.14	68.34	4.77	5.07	1.10	1.47	0.23	0.64	0.06	0.14	0.04	0.00	0.03	0.01	0.02	0.01	0.02	0.00	0.01	0.01	0.03	1.36	15.46	6.19	2.87	2.67	0.05	1.32	1.39
78	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-10	2181.80	0.68	79.03	391.50	11.21	367.99	7.38	0.36	0.33	0.29	4.32	0.02	0.15	0.48	0.30	4.34	0.41	0.01	0.03	0.10	0.03	0.44	2.24	0.66	0.00	0.01	0.01	0.00	0.03	0.02	0.01	0.04	0.00	0.02	0.00	0.01	0.01	0.02	0.00	0.03	0.01	0.02	4.68	0.55	0.04	0.00	4.71	0.20
79	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-11	2181.80	2.99	1438.94	514.05	29.50	400.72	2.50	57.04	2.07	0.60	9.81	0.02	0.11	0.60	2.98	2.95	5.48	0.28	0.13	0.09	56.42	4.83	4.71	1.77	0.63	0.30	0.80	0.08	0.28	0.09	0.01	0.13	0.01	0.05	0.01	0.04	0.00	0.02	0.01	0.04	0.96	8.00	5.43	2.58	2.13	0.06	1.46	1.95
80	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-12	2181.80	2.72	363.50	446.42	28.81	377.18	0.11	10.34	0.07	0.15	7.58	0.00	0.27	0.56	0.21	7.13	1.91	0.26	3.41	0.02	11.44	0.87	0.62	0.39	0.64	0.04	0.09	0.01	0.04	0.02	0.01	0.00	0.01	0.02	0.00	0.01	0.00	0.01	0.00	0.00	0.34	1.30	42.01	37.76	34.94	0.00	0.77	3.68
81	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-13	2181.80	1.82	1197.41	384.72	12.08	368.88	0.33	0.54	0.22	0.14	5.24	0.02	0.14	0.55	0.29	5.34	1.31	0.02	0.00	0.00	0.14	0.24	0.16	0.09	0.00	0.01	0.00	0.00	0.02	0.00	0.01	0.00	0.00	0.02	0.01	0.01	0.01	0.02	0.00	0.02	0.02	0.11	0.08	0.09	0.10	0.01	0.00	0.11
82	RD2773	Coarse Hm/Mg deep min	CLC111	Outside E part, deep satellite	CLC111Hm-14	2181.80	3.44	1198.44	526.83	41.70	370.90	1.31	124.72	3.57	0.15	12.13	0.07	0.21	1.05	3.77	2.80	4.48	0.25	0.33	0.14	197.43	2.88	5.85	1.58	0.60	0.44	0.90	0.07	0.40	0.03	0.02	0.07	0.01	0.04	0.01	0.02	0.01	0.05	0.00	0.03	4.98	11.21	6.40	3.26	3.22	0.19	1.75	2.40
